drug_name,adr_term,archetype,true_signal,demographic_minority_flag,T_confirmation,feature_extraction_date,years_since_approval,days_to_signal,notoriety_flag,stimulated_reporting_flag,ground_truth_confidence,temporal_cohort,S1,S2_raw,S2_corrected,S3,S4,S5,S6,S7,weber_factor,prr_raw,S1_score,S2_score,S3_score,S4_score,S5_score,S6_score,S7_score,prr_score,composite_probability,hdi_lower,hdi_upper,hdi_width,dci,uncertainty_flag
Venlafaxine,Suicidality Adults Low-risk,negative,0,0,,2012-08-10,13.53,9999,0,0,0.8,unknown,59.49,67.92,67.92,33.62,19.35,0.0,15.73,27.13,1.0,2.648,0.5949,0.6792,0.3362,0.1935,0.0,0.1573,0.2713,0.3291547472097231,0.009,0.0041,0.0196,0.0155,0.9821,False
Celecoxib,Colorectal Cancer,negative,0,0,,2010-08-01,4.107,9999,0,0,0.8,unknown,0.0,8.07,8.07,42.07,24.01,20.37,7.87,31.59,1.0,1.417,0.0,0.08070000000000001,0.4207,0.2401,0.20370000000000002,0.0787,0.3159,0.22445733462240314,0.0026,0.0013,0.0051,0.0038,0.9948,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2010-06-27,11.282,9999,0,0,0.8,unknown,0.07,72.94,72.94,6.31,34.64,0.0,56.95,43.81,1.0,3.224,0.0007000000000000001,0.7293999999999999,0.06309999999999999,0.3464,0.0,0.5695,0.43810000000000004,0.3664411092934595,0.0396,0.0169,0.09,0.0731,0.9208,False
Fluoxetine,Birth Defects,negative,0,0,,2013-09-25,7.822,9999,0,0,0.8,unknown,32.6,41.9,41.9,10.79,35.94,21.62,5.11,42.16,1.0,2.994,0.326,0.419,0.1079,0.3594,0.2162,0.051100000000000007,0.4216,0.35220108019747387,0.0133,0.0062,0.0284,0.0222,0.9735,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2013-03-08,10.612,9999,0,0,0.8,unknown,32.41,59.27,59.27,24.8,40.72,33.88,62.7,35.54,1.0,0.691,0.32409999999999994,0.5927,0.248,0.4072,0.33880000000000005,0.627,0.3554,0.1336071634368114,0.2345,0.1131,0.4239,0.3109,0.5311,True
Tolvaptan,Hepatotoxicity,standard,1,1,2013-04-15,2012-10-16,7.106,407,0,0,0.8,2010-2015,91.67,78.29,78.29,36.9,41.34,99.31,60.0,64.87,1.0,1.504,0.9167000000000001,0.7829,0.369,0.41340000000000005,0.9931,0.6,0.6487,0.23345121045000536,0.9981,0.9928,0.9995,0.0067,0.9962,False
Sertraline,Violent Behavior,negative,0,0,,2014-01-12,12.505,9999,0,0,0.8,unknown,17.37,20.42,20.42,35.05,74.0,24.41,33.54,23.32,1.0,3.274,0.17370000000000002,0.20420000000000002,0.3505,0.74,0.2441,0.3354,0.2332,0.36943402189748104,0.0228,0.0107,0.0481,0.0374,0.9544,False
Duloxetine,Falls Elderly Low Risk,negative,0,1,,2012-01-03,6.482,9999,0,0,0.8,unknown,18.95,28.59,28.59,5.83,17.01,0.0,49.87,49.64,1.0,1.854,0.1895,0.2859,0.0583,0.17010000000000003,0.0,0.4987,0.4964,0.26672635488364604,0.0351,0.0158,0.0762,0.0604,0.9297,False
Nimesulide,Hepatotoxicity,silent_killer,1,1,2002-03-15,2001-09-15,6.631,775,0,0,0.8,2000-2005,88.36,26.51,26.51,46.26,93.11,16.73,80.0,58.48,1.0,22.663,0.8835999999999999,0.2651,0.46259999999999996,0.9311,0.1673,0.8,0.5848,0.8046930210892054,0.9937,0.9788,0.9981,0.0194,0.9874,False
Efalizumab,PML,silent_killer,1,1,2009-02-15,2008-08-18,0.567,748,0,0,0.8,2005-2010,89.15,29.06,29.06,34.37,64.75,70.39,30.0,47.43,0.2468568778599355,2.162,0.8915000000000001,0.29059999999999997,0.34369999999999995,0.6475,0.7039,0.3,0.4743,0.2927914018378331,0.8845,0.7013,0.9615,0.2602,0.769,False
Vaccines,Autism,negative,0,0,,2010-04-10,13.892,9999,0,0,0.8,unknown,0.0,5.52,5.52,0.0,15.0,4.18,20.8,31.83,1.0,2.467,0.0,0.0552,0.0,0.15,0.0418,0.20800000000000002,0.31829999999999997,0.31621180154965883,0.0005,0.0003,0.001,0.0007,0.9989,False
Levothyroxine,Osteoporosis,negative,0,0,,2012-05-05,9.778,9999,0,0,0.8,unknown,51.77,42.66,42.66,41.42,8.85,46.55,28.52,30.83,1.0,1.321,0.5177,0.4266,0.4142,0.0885,0.46549999999999997,0.2852,0.30829999999999996,0.21414940690258616,0.0567,0.0259,0.1196,0.0937,0.8865,False
Montelukast,Neuropsychiatric Events,negative,0,0,,2011-04-14,3.43,9999,0,0,0.8,unknown,0.0,68.7,68.7,0.0,27.68,0.0,23.82,36.76,1.0,2.592,0.0,0.687,0.0,0.2768,0.0,0.2382,0.3676,0.3252202080879023,0.0026,0.0012,0.0055,0.0043,0.9948,False
Benzodiazepines,Alzheimer Disease,negative,0,0,,2011-04-14,12.354,9999,0,0,0.8,unknown,32.58,71.26,71.26,43.11,26.69,11.31,12.81,42.13,1.0,3.615,0.3258,0.7126,0.4311,0.2669,0.1131,0.1281,0.4213,0.38895719464933887,0.0436,0.019,0.0971,0.0781,0.9128,False
Temafloxacin,Hemolytic Anemia,silent_killer,1,0,1992-06-15,1991-12-17,3.232,1131,0,1,0.8,2000-2005,79.11,16.09,16.09,53.98,91.04,43.99,60.0,55.34,1.0,22.537,0.7911,0.1609,0.5398,0.9104000000000001,0.4399,0.6,0.5534,0.8033351287939167,0.9884,0.9578,0.9969,0.0391,0.9768,False
Lamotrigine,Bone Density Loss,negative,0,1,,2011-01-13,4.142,9999,0,0,0.8,unknown,15.01,42.36,42.36,22.5,25.2,57.77,0.0,43.72,1.0,2.31,0.1501,0.4236,0.225,0.252,0.5777,0.0,0.4372,0.30442555219815715,0.0247,0.0109,0.0551,0.0442,0.9506,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,7.487,82,0,0,0.6,2005-2010,40.61,47.38,47.38,53.24,51.61,40.11,100.0,67.31,1.0,24.008,0.4061,0.4738,0.5324,0.5161,0.4011,1.0,0.6731,0.8187534429009177,0.9963,0.9874,0.9989,0.0115,0.9926,False
Lisinopril,Lung Cancer,negative,0,1,,2012-03-06,3.353,9999,0,0,0.8,unknown,8.63,27.89,27.89,13.37,10.93,0.0,0.0,43.04,1.0,1.644,0.0863,0.2789,0.13369999999999999,0.1093,0.0,0.0,0.4304,0.24728790460520678,0.0014,0.0007,0.0028,0.0022,0.9972,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2010-07-07,14.219,9999,0,0,0.8,unknown,15.45,7.13,7.13,55.16,43.86,38.34,34.17,42.67,1.0,1.95,0.1545,0.0713,0.5516,0.4386,0.3834,0.3417,0.4267,0.2751406779964847,0.1778,0.0835,0.339,0.2555,0.6445,False
Dabigatran,Gastrointestinal Bleeding,standard,1,0,2012-05-15,2011-11-16,7.79,955,0,0,0.8,2010-2015,48.27,97.65,97.65,100.0,42.51,47.5,60.0,62.49,1.0,14.223,0.4827,0.9765,1.0,0.4251,0.475,0.6,0.6249,0.6925046267096308,0.9962,0.986,0.999,0.013,0.9924,False
Efalizumab,PML,silent_killer,1,0,2009-02-15,2008-08-18,6.333,321,0,0,0.8,2005-2010,100.0,0.0,0.0,53.82,81.91,54.89,75.0,55.82,1.0,18.944,1.0,0.0,0.5382,0.8190999999999999,0.5489,0.75,0.5582,0.7612057669371987,0.9967,0.9885,0.9991,0.0105,0.9934,False
Bisphosphonates,Esophageal Cancer,negative,0,0,,2012-03-06,14.998,9999,0,0,0.8,unknown,14.24,22.44,22.44,42.74,0.0,75.78,37.39,35.59,1.0,1.095,0.1424,0.22440000000000002,0.4274,0.0,0.7578,0.3739,0.35590000000000005,0.1880941889230401,0.0752,0.0331,0.1616,0.1285,0.8497,False
PPIs,Dementia,negative,0,0,,2014-06-11,5.007,9999,0,0,0.8,unknown,24.51,82.31,82.31,24.11,14.19,0.0,9.67,25.45,1.0,1.069,0.2451,0.8231,0.24109999999999998,0.1419,0.0,0.0967,0.2545,0.18491801689070048,0.0015,0.0007,0.0031,0.0024,0.997,False
Infliximab,Hepatosplenic T-cell Lymphoma,silent_killer,1,1,2006-09-15,2006-03-18,7.233,920,0,0,1.0,2005-2010,100.0,3.47,3.47,40.76,57.54,75.42,80.0,63.63,1.0,8.783,1.0,0.0347,0.40759999999999996,0.5754,0.7542,0.8,0.6363,0.5800476416079146,0.9982,0.9936,0.9995,0.0059,0.9965,False
Rapacuronium,Bronchospasm,standard,1,0,2001-03-15,2000-09-15,5.588,656,0,0,0.8,2000-2005,82.37,100.0,100.0,72.97,96.95,23.72,50.0,81.65,1.0,10.788,0.8237000000000001,1.0,0.7297,0.9695,0.2372,0.5,0.8165,0.6274647696332428,0.9997,0.9986,0.9999,0.0013,0.9994,False
Isotretinoin,Depression,media_panic,1,0,2005-07-15,2005-01-15,5.934,1003,0,0,0.8,2005-2010,45.45,59.95,59.95,44.62,26.58,38.05,25.0,35.8,1.0,2.207,0.4545,0.5995,0.4462,0.2658,0.38049999999999995,0.25,0.358,0.29638545285732,0.1099,0.0498,0.2252,0.1755,0.7803,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2013-11-29,7.168,9999,0,0,0.8,unknown,52.19,76.02,76.02,0.0,26.72,0.0,21.95,25.19,1.0,1.053,0.5219,0.7602,0.0,0.2672,0.0,0.2195,0.2519,0.1829435496961239,0.0033,0.0015,0.0071,0.0056,0.9934,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,6.455,1099,0,0,1.0,2005-2010,69.79,100.0,100.0,64.23,58.13,40.62,30.0,74.48,1.0,11.537,0.6979000000000001,1.0,0.6423000000000001,0.5813,0.40619999999999995,0.3,0.7448,0.6431323533495014,0.9941,0.9783,0.9984,0.0201,0.9882,False
Temafloxacin,Hemolytic Anemia,silent_killer,1,1,1992-06-15,1991-12-17,6.659,253,0,0,0.6,2000-2005,100.0,38.61,38.61,25.35,47.38,66.66,75.0,66.26,1.0,15.428,1.0,0.3861,0.2535,0.4738,0.6666,0.75,0.6626000000000001,0.7118797875466618,0.9967,0.9883,0.9991,0.0108,0.9933,False
Fluoxetine,Birth Defects,negative,0,1,,2010-05-30,12.719,9999,0,0,0.8,unknown,27.69,54.3,54.3,36.4,45.55,0.0,59.57,36.45,1.0,1.766,0.27690000000000003,0.5429999999999999,0.364,0.45549999999999996,0.0,0.5957,0.36450000000000005,0.2587607712750013,0.1274,0.0582,0.2563,0.198,0.7453,False
Sildenafil,Hearing Loss Chronic,negative,0,0,,2011-05-28,9.449,9999,0,0,0.8,unknown,10.17,49.61,49.61,62.16,25.5,1.25,18.91,27.82,1.0,2.552,0.1017,0.4961,0.6215999999999999,0.255,0.0125,0.1891,0.2782,0.3223720845045911,0.0071,0.0033,0.0151,0.0118,0.9858,False
Simvastatin,Cognitive Impairment,negative,0,0,,2013-12-04,11.869,9999,0,0,0.8,unknown,6.38,38.45,38.45,32.59,27.77,0.37,15.58,39.01,1.0,2.593,0.0638,0.3845,0.3259,0.2777,0.0037,0.1558,0.3901,0.32529100412959644,0.0061,0.0029,0.0126,0.0097,0.9878,False
Nefazodone,Hepatotoxicity,standard,1,1,2003-01-15,2002-07-18,2.73,979,0,0,1.0,2000-2005,100.0,84.16,84.16,25.76,77.22,81.67,35.0,72.87,1.0,15.308,1.0,0.8416,0.2576,0.7722,0.8167,0.35,0.7287,0.7100151547215725,0.9983,0.9931,0.9996,0.0065,0.9965,False
Rofecoxib,Myocardial Infarction,standard,1,0,2004-09-15,2004-03-18,6.392,164,0,0,1.0,2000-2005,88.43,79.49,79.49,97.06,72.45,100.0,100.0,65.55,1.0,3.502,0.8843000000000001,0.7948999999999999,0.9706,0.7245,1.0,1.0,0.6555,0.38265220358769353,1.0,0.9999,1.0,0.0001,1.0,False
Dronedarone,Hepatotoxicity,masked_signal,1,0,2011-01-15,2010-07-18,2.764,74,0,0,1.0,2010-2015,68.1,36.02,36.02,74.13,45.09,59.78,100.0,65.69,1.0,2.555,0.6809999999999999,0.3602,0.7413,0.4509,0.5978,1.0,0.6568999999999999,0.3225868036208851,0.9993,0.9973,0.9998,0.0025,0.9986,False
Vaccines,Autism,negative,0,1,,2013-04-08,11.105,9999,0,0,0.8,unknown,46.85,76.93,76.93,22.66,64.34,17.24,25.51,41.95,1.0,3.456,0.4685,0.7693000000000001,0.2266,0.6434000000000001,0.1724,0.2551,0.41950000000000004,0.3800401244115268,0.1784,0.0788,0.3554,0.2766,0.6433,False
Efalizumab,PML,silent_killer,1,0,2009-02-15,2008-08-18,1.72,783,0,0,1.0,2005-2010,94.75,0.82,0.82,28.76,69.86,31.91,50.0,54.16,0.5768379176822511,16.433,0.9475,0.008199999999999999,0.2876,0.6986,0.3191,0.5,0.5416,0.7269816184042077,0.9109,0.7576,0.971,0.2134,0.8219,False
Tetrazepam,Cutaneous Reactions,standard,1,0,2013-07-15,2013-01-15,2.846,384,0,0,0.8,2010-2015,70.48,57.67,57.67,100.0,58.19,62.8,60.0,61.25,1.0,22.392,0.7048000000000001,0.5767,1.0,0.5819,0.628,0.6,0.6125,0.8017634498666979,0.9986,0.9947,0.9996,0.0049,0.9971,False
Ibuprofen,Myocardial Infarction Chronic,negative,0,1,,2014-03-19,10.593,9999,0,0,0.8,unknown,17.29,29.23,29.23,39.24,0.31,9.68,46.65,43.37,1.0,1.473,0.1729,0.2923,0.3924,0.0031,0.0968,0.46649999999999997,0.4337,0.2302828439296566,0.0392,0.018,0.0832,0.0652,0.9216,False
Ranolazine,QT Prolongation,masked_signal,1,1,2006-01-15,2005-07-18,7.044,1135,0,0,0.6,2005-2010,65.71,46.65,46.65,84.54,94.55,75.45,30.0,55.16,1.0,4.001,0.6570999999999999,0.46649999999999997,0.8454,0.9455,0.7545000000000001,0.3,0.5516,0.40938689626514885,0.9938,0.9782,0.9983,0.02,0.9877,False
Ramipril,Cancer overall,negative,0,0,,2010-05-19,14.662,9999,0,0,0.8,unknown,0.0,31.51,31.51,0.0,49.28,6.13,61.5,35.99,1.0,3.761,0.0,0.3151,0.0,0.4928,0.0613,0.615,0.3599,0.39687867061672183,0.0196,0.009,0.0421,0.0331,0.9608,False
Tetrazepam,Cutaneous Reactions,standard,1,0,2013-07-15,2013-01-15,5.041,1149,0,0,1.0,2010-2015,65.84,68.85,68.85,79.11,40.77,44.08,20.0,54.31,1.0,22.515,0.6584,0.6884999999999999,0.7911,0.4077,0.44079999999999997,0.2,0.5431,0.8030972912725819,0.8958,0.7361,0.9636,0.2275,0.7916,False
Rapacuronium,Bronchospasm,standard,1,0,2001-03-15,2000-09-15,5.629,476,0,0,0.8,2000-2005,76.62,80.59,80.59,73.95,32.67,43.12,60.0,80.83,1.0,19.356,0.7662,0.8059000000000001,0.7395,0.3267,0.43119999999999997,0.6,0.8083,0.7664062423436224,0.999,0.9961,0.9997,0.0036,0.998,False
Dexfenfluramine,Pulmonary Hypertension,standard,1,0,1997-09-15,1997-03-18,5.359,755,0,0,1.0,2000-2005,30.34,73.86,73.86,66.07,33.56,60.51,35.0,77.04,1.0,10.957,0.3034,0.7386,0.6607,0.3356,0.6051,0.35,0.7704000000000001,0.6310851784182915,0.9851,0.9498,0.9957,0.0459,0.9702,False
Fluoxetine,Birth Defects,negative,0,0,,2012-03-10,14.225,9999,0,0,0.8,unknown,0.0,55.26,55.26,34.76,20.69,16.12,30.04,34.91,1.0,2.89,0.0,0.5526,0.34759999999999996,0.2069,0.1612,0.3004,0.34909999999999997,0.34549069173475166,0.0108,0.0051,0.0228,0.0176,0.9783,False
Warfarin,Alzheimer Disease,negative,0,0,,2013-04-02,10.541,9999,0,0,0.8,unknown,14.5,100.0,100.0,13.72,20.18,40.98,0.0,33.66,1.0,2.893,0.145,1.0,0.13720000000000002,0.2018,0.40979999999999994,0.0,0.33659999999999995,0.34568676121238756,0.006,0.0026,0.0141,0.0115,0.988,False
Ranolazine,QT Prolongation,masked_signal,1,0,2006-01-15,2005-07-18,0.733,716,1,0,0.6,2005-2010,57.22,35.62,35.62,56.64,45.0,43.34,60.0,51.69,0.3068438635174451,22.993,0.5722,0.35619999999999996,0.5664,0.45,0.4334,0.6,0.5169,0.8082154240742467,0.9187,0.7652,0.9751,0.2099,0.8375,False
Ramipril,Cancer overall,negative,0,0,,2013-09-30,8.75,9999,0,0,0.8,unknown,18.57,47.81,47.81,0.0,51.14,5.75,39.42,50.51,1.0,0.777,0.1857,0.4781,0.0,0.5114,0.0575,0.3942,0.5051,0.14622381633291123,0.0696,0.0303,0.1519,0.1216,0.8608,False
Fingolimod,Bradycardia,standard,1,0,2010-09-15,2010-03-18,4.574,1113,0,0,0.8,2010-2015,63.71,98.9,98.9,81.36,100.0,68.15,30.0,80.97,1.0,1.773,0.6371,0.9890000000000001,0.8136,1.0,0.6815000000000001,0.3,0.8097,0.25940361091927183,0.9997,0.9988,0.9999,0.0011,0.9995,False
Pemoline,Hepatotoxicity,silent_killer,1,1,2005-10-15,2005-04-17,7.02,184,1,0,1.0,2005-2010,100.0,30.75,30.75,13.73,78.28,44.01,85.0,58.33,1.0,2.652,1.0,0.3075,0.1373,0.7828,0.4401,0.85,0.5832999999999999,0.32943347028215947,0.9931,0.9744,0.9982,0.0237,0.9862,False
Ximelagatran,Hepatotoxicity,standard,1,0,2006-02-15,2005-08-18,0.603,534,0,0,1.0,2005-2010,55.13,67.29,67.29,84.58,75.35,77.41,60.0,71.29,0.2602921736453605,19.942,0.5513,0.6729,0.8458,0.7535,0.7741,0.6,0.7129000000000001,0.773624518480405,0.9995,0.998,0.9999,0.0019,0.9991,False
Sertraline,Violent Behavior,negative,0,1,,2012-10-14,4.755,9999,0,0,0.8,unknown,40.52,22.78,22.78,9.16,25.76,35.69,44.4,27.11,1.0,1.641,0.4052,0.2278,0.0916,0.2576,0.3569,0.444,0.2711,0.24699916121206245,0.0179,0.0087,0.0362,0.0274,0.9643,False
Dronedarone,Hepatotoxicity,masked_signal,1,0,2011-01-15,2010-07-18,4.209,757,0,0,0.8,2010-2015,69.72,57.32,57.32,38.91,48.51,49.04,30.0,55.8,1.0,14.24,0.6972,0.5732,0.38909999999999995,0.4851,0.4904,0.3,0.5579999999999999,0.6927884918363276,0.8512,0.6643,0.943,0.2787,0.7025,False
Aprotinin,Renal Failure,standard,1,0,2007-11-15,2007-05-18,7.483,1112,1,1,1.0,2005-2010,100.0,83.79,83.79,39.77,51.88,41.87,0.0,75.91,1.0,23.64,1.0,0.8379000000000001,0.39770000000000005,0.5188,0.41869999999999996,0.0,0.7591,0.814983022643616,0.9741,0.892,0.9942,0.1021,0.9481,False
Efalizumab,PML,silent_killer,1,0,2009-02-15,2008-08-18,1.28,91,0,0,1.0,2005-2010,81.33,40.8,40.8,47.26,100.0,16.23,100.0,57.17,0.47270757595695145,4.23,0.8133,0.408,0.47259999999999996,1.0,0.1623,1.0,0.5717,0.4207743253686724,0.9975,0.9904,0.9994,0.0089,0.9951,False
Ramipril,Cancer overall,negative,0,0,,2010-05-04,6.991,9999,0,0,0.8,unknown,26.56,48.88,48.88,49.21,33.23,10.68,30.57,46.93,1.0,2.331,0.2656,0.4888,0.4921,0.3323,0.10679999999999999,0.3057,0.4693,0.3060340593938816,0.1428,0.0649,0.2855,0.2205,0.7144,False
Sibutramine,Cardiovascular Events,standard,1,1,2010-01-15,2009-07-18,6.184,726,0,0,1.0,2010-2015,5.12,27.13,27.13,50.97,19.47,100.0,50.0,59.73,1.0,3.158,0.0512,0.2713,0.5097,0.19469999999999998,1.0,0.5,0.5972999999999999,0.36243575441783465,0.8856,0.7137,0.96,0.2464,0.7711,False
Montelukast,Neuropsychiatric Events,negative,0,0,,2012-07-02,14.014,9999,0,0,0.8,unknown,62.93,26.8,26.8,29.19,37.32,0.0,47.1,19.77,1.0,2.931,0.6293,0.268,0.2919,0.3732,0.0,0.47100000000000003,0.1977,0.3481573127369917,0.017,0.008,0.0355,0.0274,0.9661,False
Fenfluramine,Cardiac Valvulopathy,standard,1,1,1997-09-15,1997-03-18,7.56,390,0,0,1.0,2000-2005,100.0,20.91,20.91,74.58,6.76,91.6,60.0,62.07,1.0,23.25,1.0,0.2091,0.7458,0.0676,0.9159999999999999,0.6,0.6207,0.8109252330130081,0.9966,0.9877,0.9991,0.0114,0.9933,False
Levetiracetam,Renal Toxicity Mild,negative,0,0,,2010-04-24,10.783,9999,0,0,0.8,unknown,0.0,92.86,92.86,21.19,0.0,10.38,12.03,36.2,1.0,0.633,0.0,0.9286,0.2119,0.0,0.1038,0.12029999999999999,0.36200000000000004,0.12473056025338575,0.0025,0.0011,0.0055,0.0044,0.9951,False
Cisapride,QT Prolongation,standard,1,0,2000-03-15,1999-09-16,7.83,507,1,0,1.0,2000-2005,32.24,65.18,65.18,94.03,69.36,100.0,50.0,67.33,1.0,6.442,0.3224,0.6518,0.9403,0.6936,1.0,0.5,0.6733,0.5104854124809453,0.999,0.9958,0.9998,0.004,0.9981,False
Sitaxentan,Hepatotoxicity,standard,1,0,2010-12-15,2010-06-17,5.604,289,0,0,0.8,2010-2015,76.05,35.06,35.06,63.8,52.34,71.69,75.0,77.52,1.0,6.288,0.7605,0.3506,0.638,0.5234000000000001,0.7169,0.75,0.7752,0.5051671527410582,0.9996,0.9984,0.9999,0.0015,0.9992,False
Bromfenac,Hepatotoxicity,silent_killer,1,0,1998-06-15,1997-12-16,6.046,158,0,0,1.0,2000-2005,93.49,47.65,47.65,42.83,100.0,45.08,100.0,51.94,1.0,20.91,0.9349,0.4765,0.42829999999999996,1.0,0.4508,1.0,0.5194,0.7851170021160019,0.9986,0.995,0.9996,0.0047,0.9973,False
Pemoline,Hepatotoxicity,silent_killer,1,1,2005-10-15,2005-04-17,4.385,86,0,0,0.8,2005-2010,100.0,26.02,26.02,52.97,45.56,56.09,100.0,53.7,1.0,10.12,1.0,0.2602,0.5297,0.4556,0.5609000000000001,1.0,0.537,0.6126276986381614,0.9974,0.9908,0.9992,0.0084,0.9947,False
Simvastatin,Cognitive Impairment,negative,0,0,,2010-11-21,14.862,9999,0,0,0.8,unknown,45.49,55.98,55.98,15.29,56.08,31.62,36.3,34.95,1.0,1.901,0.4549,0.5598,0.15289999999999998,0.5608,0.31620000000000004,0.363,0.34950000000000003,0.2708806556106863,0.1091,0.0497,0.2229,0.1732,0.7818,False
Levetiracetam,Renal Toxicity Mild,negative,0,0,,2014-04-30,13.564,9999,0,0,0.8,unknown,5.9,70.56,70.56,62.76,31.66,0.0,28.18,48.07,1.0,1.59,0.059000000000000004,0.7056,0.6275999999999999,0.3166,0.0,0.2818,0.4807,0.24203969468810127,0.1139,0.0479,0.2472,0.1993,0.7722,False
Fingolimod,Bradycardia,standard,1,0,2010-09-15,2010-03-18,1.519,104,1,0,1.0,2010-2015,79.11,92.61,92.61,100.0,41.56,92.0,100.0,71.73,0.5320996813085381,12.571,0.7911,0.9261,1.0,0.4156,0.92,1.0,0.7173,0.6632886111208902,1.0,0.9999,1.0,0.0001,1.0,False
Oral Contraceptives,Multiple Sclerosis,negative,0,0,,2013-07-15,4.201,9999,0,0,0.8,unknown,0.0,38.79,38.79,31.61,30.56,52.89,29.83,36.57,1.0,3.805,0.0,0.38789999999999997,0.3161,0.3056,0.5289,0.2983,0.3657,0.399218375646698,0.0378,0.0173,0.0805,0.0632,0.9245,False
Bupropion,Seizures Standard Dose,negative,0,0,,2012-02-01,9.619,9999,0,0,0.8,unknown,34.21,26.78,26.78,7.08,13.54,49.87,15.01,29.48,1.0,2.948,0.3421,0.26780000000000004,0.0708,0.1354,0.4987,0.1501,0.2948,0.3492548372801953,0.0053,0.0026,0.0108,0.0082,0.9893,False
Paracetamol,Autism Spectrum Disorder,negative,0,1,,2014-06-08,6.477,9999,0,0,0.8,unknown,0.0,41.1,41.1,0.0,20.13,0.0,0.0,42.58,1.0,3.57,0.0,0.41100000000000003,0.0,0.20129999999999998,0.0,0.0,0.42579999999999996,0.38646505385673896,0.001,0.0005,0.002,0.0015,0.9981,False
Mibefradil,Drug Interactions,standard,1,0,1998-06-15,1997-12-16,3.741,840,0,1,1.0,2000-2005,61.38,53.75,53.75,65.02,61.38,63.44,35.0,63.26,1.0,16.355,0.6138,0.5375,0.6502,0.6138,0.6344,0.35,0.6325999999999999,0.7258411017927878,0.9852,0.9461,0.996,0.0499,0.9704,False
Pioglitazone,Bladder Cancer,masked_signal,1,1,2011-06-15,2010-12-16,4.74,400,0,0,0.8,2010-2015,90.09,76.64,76.64,71.71,0.59,44.84,50.0,48.54,1.0,21.757,0.9009,0.7664,0.7171,0.0059,0.4484,0.5,0.4854,0.7947638278689094,0.9153,0.7741,0.9715,0.1973,0.8305,False
Metoprolol,Cognitive Decline,negative,0,0,,2010-06-17,4.06,9999,0,0,0.8,unknown,39.37,90.48,90.48,14.04,0.0,12.7,17.7,33.26,1.0,3.708,0.3937,0.9048,0.1404,0.0,0.127,0.177,0.3326,0.3940315095622794,0.006,0.0027,0.0135,0.0108,0.988,False
Sitaxentan,Hepatotoxicity,standard,1,1,2010-12-15,2010-06-17,6.469,337,0,0,1.0,2010-2015,55.86,41.47,41.47,68.06,49.8,34.39,75.0,56.94,1.0,19.654,0.5586,0.4147,0.6806,0.498,0.3439,0.75,0.5694,0.7701025650904061,0.9815,0.9446,0.994,0.0494,0.9629,False
Dabigatran,Gastrointestinal Bleeding,standard,1,0,2012-05-15,2011-11-16,1.692,767,0,0,1.0,2010-2015,81.13,77.2,77.2,78.24,37.75,71.57,30.0,51.84,0.5708719844403675,12.581,0.8112999999999999,0.772,0.7824,0.3775,0.7156999999999999,0.3,0.5184000000000001,0.6634759525982352,0.9738,0.9106,0.9927,0.0821,0.9475,False
Fenfluramine,Cardiac Valvulopathy,standard,1,1,1997-09-15,1997-03-18,2.177,163,0,0,0.8,2000-2005,77.52,95.02,95.02,65.27,33.38,17.47,100.0,94.81,1.0,16.701,0.7752,0.9501999999999999,0.6527,0.33380000000000004,0.1747,1.0,0.9481,0.7308617938807002,0.9999,0.9996,1.0,0.0004,0.9998,False
Bevacizumab,Arterial Thromboembolism,standard,1,0,2011-05-15,2010-11-15,3.713,176,0,0,1.0,2010-2015,100.0,42.93,42.93,81.22,100.0,75.59,100.0,68.86,1.0,10.718,1.0,0.4293,0.8122,1.0,0.7559,1.0,0.6886,0.625949966000223,1.0,0.9999,1.0,0.0001,1.0,False
Nimesulide,Hepatotoxicity,silent_killer,1,0,2002-03-15,2001-09-15,3.938,1142,0,0,1.0,2000-2005,88.39,24.66,24.66,99.44,86.33,76.0,30.0,74.31,1.0,20.72,0.8839,0.2466,0.9944,0.8633,0.76,0.3,0.7431,0.7829018330431035,0.9996,0.9984,0.9999,0.0015,0.9993,False
Interferon-beta,Thrombotic Microangiopathy,silent_killer,1,0,2014-04-15,2013-10-16,7.708,884,0,0,0.8,2010-2015,89.66,16.39,16.39,75.43,94.71,43.54,30.0,66.46,1.0,12.179,0.8966,0.16390000000000002,0.7543000000000001,0.9470999999999999,0.4354,0.3,0.6646,0.6558339292058196,0.9955,0.9839,0.9988,0.0149,0.991,False
ACE Inhibitors,Pancreatic Cancer,negative,0,0,,2011-03-26,12.549,9999,0,0,0.8,unknown,11.44,38.59,38.59,42.37,16.4,13.0,0.0,40.83,1.0,3.847,0.1144,0.3859,0.42369999999999997,0.16399999999999998,0.13,0.0,0.4083,0.401431829460252,0.0063,0.003,0.0133,0.0104,0.9874,False
